Unnamed: 0,id,code,description,hasChildren,section,index,crawled,country,parent_id,error_message,selectable,intervalMin,intervalMax,tariff_crawled,tariff_crawled_error_message
22994,47476,,Other,TRUE,,,Done,AT,34176,,,7606920091,7606920092,,
22995,47676,,"Of a thickness of 0,007 mm or more but less than 0,021 mm",TRUE,,,Done,AT,41976,,,7607111111,7607111119,,
22996,47776,7607111190,Other,FALSE,,,,AT,41976,,TRUE,,,,
22997,47876,7607111910,"For household use, of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width not exceeding 650 mm",FALSE,,,,AT,42076,,TRUE,,,,
22998,48076,7607111930,"For household use, of a thickness of not less than 0,007 mm and less than 0,008 mm, whether or not annealed",FALSE,,,,AT,42076,,TRUE,,,,
22999,48176,7607111940,"For household use, of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width exceeding 650 mm, whether or not annealed",FALSE,,,,AT,42076,,TRUE,,,,
23000,48276,7607111950,"For household use, of a thickness of more than 0,018 mm and less than 0,021 mm, whether or not annealed",FALSE,,,,AT,42076,,TRUE,,,,
23001,48376,7607111960,"For other uses than household aluminium foil,<br>- Of a thickness of not less than 0,007 mm and less than 0,008 mm, whether or not annealed, or,<br>- Of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width exceeding 650 mm, whether or not annealed, or,<br>- Of a thickness of more than 0,018 mm and less than 0,021 mm, whether or not annealed",FALSE,,,,AT,42076,,TRUE,,,,
23002,48676,,Other,TRUE,,,Done,AT,42076,,,7607111991,7607111996,,
23003,49076,,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers",TRUE,,,Done,AT,35576,,,7607119044,7607119046,,
23004,49376,,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers, for other uses than aluminium household foil",TRUE,,,Done,AT,35576,,,7607119048,7607119049,,
23005,49476,,Other,TRUE,,,Done,AT,35576,,,7607119051,7607119056,,
23006,49776,7607119065,"Without internal layers of other material, in coils or in coiled strips",FALSE,,,,AT,35976,,TRUE,,,,
23007,49876,7607119067,Other,FALSE,,,,AT,35976,,TRUE,,,,
23008,49976,,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers",TRUE,,,Done,AT,36176,,,7607119071,7607119072,,
23009,50076,,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers, for other uses than aluminium household foil",TRUE,,,Done,AT,36176,,,7607119073,7607119074,,
23010,50176,,"Aluminium and magnesium alloy strip or foil:<br>- of an alloy conforming to standards 5182-H19 or 5052-H19,<br>- in rolls with an outside diameter of minimum 1 250 mm but not more than 1 350 mm,<br>- of a thickness (tolerance - 0,006 mm) of 0,15 mm, 0,16 mm, 0,18 mm or 0,20 mm,<br>- of a width ( tolerance ± 0,3 mm) of 12,5 mm, 15,0 mm, 16,0 mm, 25,0 mm, 35,0 mm, 50,0 mm or 356 mm, <br>- having a camber tolerance of not more than 0,4 mm/750 mm,<br>- of a flatness measurement: I-unit ±4,<br>- having a tensile strength of more than (5182-H19) 365 MPa or (5052-H19) 320 MPa,<br>- of an elongation A50 of more than (5182-H19) 3 % or (5052-H19) 2,5 %<br>for use in the manufacture of slats for blinds<br>",TRUE,,,Done,AT,36176,,,7607119075,7607119079,,
23011,50876,,Other,TRUE,,,Done,AT,36176,,,7607119091,7607119096,,
23012,50976,7607191011,Consigned from Thailand,FALSE,,,,AT,36576,,TRUE,,,,
23013,51076,7607191019,Other,FALSE,,,,AT,36576,,TRUE,,,,
23014,51376,,Without internal layers of other material,TRUE,,,Done,AT,37076,,,7607199084,7607199094,,
23015,51576,7607199095,Other,FALSE,,,,AT,37076,,TRUE,,,,
23016,51976,7616991091,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",FALSE,,,,AT,40876,,TRUE,,,,
23017,52076,7616991099,Other,FALSE,,,,AT,40876,,TRUE,,,,
23018,52176,7616999001,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",FALSE,,,,AT,40976,,TRUE,,,,
23019,52276,7616999009,Other,FALSE,,,,AT,40976,,TRUE,,,,
23020,52576,7616999020,"""Quick change"" apparatus for transforming passenger transport aeroplanes into goods transport aeroplanes and vice versa, for use in certain types of aircraft",FALSE,,,,AT,41376,,TRUE,,,,
23021,52776,7616999030,"Plates and sheets of variable thickness of widths of 1 200 mm or more, for use in certain types of aircraft",FALSE,,,,AT,41376,,TRUE,,,,
23022,53376,7616999070,Connecting components for use in the production of helicopter tail rotor shafts,FALSE,,,,AT,41376,,TRUE,,,,
23023,53576,7616999077,Television pedestal stands with or without bracket for fixation to and stabilization of television cabinet case/body,FALSE,,,,AT,41376,,TRUE,,,,
23024,53976,,Other,TRUE,,,Done,AT,41376,,,7616999091,7616999099,,
23025,25682,82075050,Of cermets,FALSE,,,,AT,23582,,TRUE,,,,
23026,25782,82075060,Of high speed steel,FALSE,,,,AT,23582,,TRUE,,,,
23027,25882,82075070,Of other materials,FALSE,,,,AT,23582,,TRUE,,,,
23028,26382,82079071,For working metal,FALSE,,,,AT,24882,,TRUE,,,,
23029,26582,82079078,Other,FALSE,,,,AT,24882,,TRUE,,,,
23030,26682,82079091,For working metal,FALSE,,,,AT,24982,,TRUE,,,,
23031,26782,82079099,Other,FALSE,,,,AT,24982,,TRUE,,,,
23032,473284,84073491,Not exceeding 1 500 cm<sup>3</sup>,TRUE,,,Done,AT,342084,,,,,,
23033,473384,84073499,Exceeding 1 500 cm<sup>3</sup>,TRUE,,,Done,AT,342084,,,,,,
23034,434084,8407908010,"Spark-ignition reciprocating or rotary internal combustion piston engines, having a cylinder capacity of not less than 300 cm³ and a power of not less than 6 kW or more but not more than 20,0 kW, for the manufacture of: <br>- lawn mowers of subheadings 8433 11, 8433 19 and 8433 20, <br>- tractors of subheadings 8701 91 90, 8701 92 90 whose main function is that of a lawn mower, <br>- four stroke mowers with motor of a cylinder capacity of not less than 300 cm³ of subheading 8433 20 10 or <br>- snowploughs and snow blowers of subheading 8430 20",FALSE,,,,AT,431384,,TRUE,,,,
23035,434184,8407908090,Other,FALSE,,,,AT,431384,,TRUE,,,,
23036,434284,8407909010,"Spark-ignition reciprocating or rotary internal combustion piston engines, having a cylinder capacity of not less than 300 cm³ and a power of not less than 6 kW or more but not more than 20,0 kW, for the manufacture of: <br><br>-lawn mowers of subheadings 8433 11, 8433 19 and 8433 20, <br><br>-tractors of subheadings 8701 91 90, 8701 92 90 whose main function is that of a lawn mower, <br><br>-four stroke mowers with motor of a cylinder capacity of not less than 300 cm³ of subheading 8433 20 10 or <br><br>-snowploughs and snow blowers of subheading 8430 20",FALSE,,,,AT,431484,,TRUE,,,,
23037,434384,8407909020,"Compact Liquid Petroleum Gas (LPG) Engine System, with: <br>- 6 cylinders, <br> <br>- an output of 75 kW or more, but not more than 80 kW, <br> <br>- inlet and exhaust valves modified to operate continuously in heavy duty applications, <br>for use in the manufacture of vehicles of heading 8427",FALSE,,,,AT,431484,,TRUE,,,,
23038,434484,8407909090,Other,FALSE,,,,AT,431484,,TRUE,,,,
23039,435584,8408904110,For use in civil aircraft,FALSE,,,,AT,347684,,TRUE,,,,
23040,435784,8408904190,Other,FALSE,,,,AT,347684,,TRUE,,,,
23041,435884,8408904310,For use in civil aircraft,FALSE,,,,AT,347784,,TRUE,,,,
23042,436284,8408904390,Other,FALSE,,,,AT,347784,,TRUE,,,,
23043,436384,8408904510,For use in civil aircraft,FALSE,,,,AT,347884,,TRUE,,,,
23044,436684,8408904590,Other,FALSE,,,,AT,347884,,TRUE,,,,
23045,436784,8408904710,For use in civil aircraft,FALSE,,,,AT,347984,,TRUE,,,,
23046,437184,8408904790,Other,FALSE,,,,AT,347984,,TRUE,,,,
23047,437584,8408906110,For use in civil aircraft,FALSE,,,,AT,348084,,TRUE,,,,
23048,437684,8408906190,Other,FALSE,,,,AT,348084,,TRUE,,,,
23049,437784,8408906510,For use in civil aircraft,FALSE,,,,AT,348184,,TRUE,,,,
23050,437884,8408906520,"Compression-ignition internal combustion piston engines:<br> <br>-of the inline type,<br> <br>-with a cylinder capacity of 7 000 cm³ or more but not more than 18 100 cm³,<br> <br>-with a power of 205 kW or more but not more than 597 kW,<br> <br>-with an exhaust after-treatment module,<br> <br>-with external width/height/depth dimensions of not more than 1 310/1 300/1 040 mm or 2 005/1 505/1 300 mm or 2 005/1 505/1 800 mm,<br>for use in the manufacture of crushing, screening, separation or compost turning machines",FALSE,,,,AT,348184,,TRUE,,,,
23051,437984,8408906590,Other,FALSE,,,,AT,348184,,TRUE,,,,
23052,438084,8408906710,For use in civil aircraft,FALSE,,,,AT,348284,,TRUE,,,,
23053,438184,8408906720,"Compression-ignition internal combustion piston engines:<br> <br>-of the inline type,<br> <br>-with a cylinder capacity of 7 000 cm³ or more but not more than 18 100 cm³,<br> <br>-with a power of 205 kW or more but not more than 597 kW,<br> <br>-with an exhaust after-treatment module,<br> <br>-with external width/height/depth dimensions of not more than 1 310/1 300/1 040 mm or 2 005/1 505/1 300 mm or 2 005/1 505/1 800 mm,<br>for use in the manufacture of crushing, screening, separation or compost turning machines",FALSE,,,,AT,348284,,TRUE,,,,
23054,438284,8408906790,Other,FALSE,,,,AT,348284,,TRUE,,,,
23055,438584,8408908110,For use in civil aircraft,FALSE,,,,AT,348384,,TRUE,,,,
23056,438684,8408908120,"Compression-ignition internal combustion piston engines:<br> <br>-of the inline type,<br> <br>-with a cylinder capacity of 7 000 cm³ or more but not more than 18 100 cm³,<br> <br>-with a power of 205 kW or more but not more than 597 kW,<br> <br>-with an exhaust after-treatment module,<br> <br>-with external width/height/depth dimensions of not more than 1 310/1 300/1 040 mm or 2 005/1 505/1 300 mm or 2 005/1 505/1 800 mm,<br>for use in the manufacture of crushing, screening, separation or compost turning machines",FALSE,,,,AT,348384,,TRUE,,,,
23057,438784,8408908190,Other,FALSE,,,,AT,348384,,TRUE,,,,
23058,438884,8408908510,For use in civil aircraft,FALSE,,,,AT,348484,,TRUE,,,,
23059,438984,8408908590,Other,FALSE,,,,AT,348484,,TRUE,,,,
23060,439084,8408908910,For use in civil aircraft,FALSE,,,,AT,348584,,TRUE,,,,
23061,439184,8408908990,Other,FALSE,,,,AT,348584,,TRUE,,,,
23062,439984,8412298110,For use in civil aircraft,FALSE,,,,AT,355084,,TRUE,,,,
23063,440084,8412298190,Other,FALSE,,,,AT,355084,,TRUE,,,,
23064,440184,8412298910,For use in civil aircraft,FALSE,,,,AT,355184,,TRUE,,,,
23065,440284,8412298990,Other,FALSE,,,,AT,355184,,TRUE,,,,
23066,440584,8413506110,For use in civil aircraft,FALSE,,,,AT,355584,,TRUE,,,,
23067,440684,8413506190,Other,FALSE,,,,AT,355584,,TRUE,,,,
23068,440784,8413506910,For use in civil aircraft,FALSE,,,,AT,355684,,TRUE,,,,
23069,440884,8413506990,Other,FALSE,,,,AT,355684,,TRUE,,,,
23070,441184,8413603110,For use in civil aircraft,FALSE,,,,AT,356184,,TRUE,,,,
23071,441284,8413603190,Other,FALSE,,,,AT,356184,,TRUE,,,,
23072,441384,8413603910,For use in civil aircraft,FALSE,,,,AT,356284,,TRUE,,,,
23073,441484,8413603990,Other,FALSE,,,,AT,356284,,TRUE,,,,
23074,441984,8413606110,For use in civil aircraft,FALSE,,,,AT,356684,,TRUE,,,,
23075,442084,8413606190,Other,FALSE,,,,AT,356684,,TRUE,,,,
23076,442184,8413606910,For use in civil aircraft,FALSE,,,,AT,356784,,TRUE,,,,
23077,442284,8413606990,Other,FALSE,,,,AT,356784,,TRUE,,,,
23078,442584,8413704510,For use in civil aircraft,FALSE,,,,AT,358084,,TRUE,,,,
23079,442684,8413704590,Other,FALSE,,,,AT,358084,,TRUE,,,,
23080,442884,,Single-stage,TRUE,,,Done,AT,358284,,,8413705100,8413706500,,
23081,443084,84137075,Multi-stage,TRUE,,,Done,AT,358284,,,,,,
23082,443184,84137081,Single-stage,TRUE,,,Done,AT,358384,,,,,,
23083,443284,84137089,Multi-stage,TRUE,,,Done,AT,358384,,,,,,
23084,443684,8414108110,For use in civil aircraft,FALSE,,,,AT,359484,,TRUE,,,,
23085,443884,8414108190,Other,FALSE,,,,AT,359484,,TRUE,,,,
23086,443984,8414108910,For use in civil aircraft,FALSE,,,,AT,359584,,TRUE,,,,
23087,444284,8414108990,Other,FALSE,,,,AT,359584,,TRUE,,,,
23088,444584,8414308150,"Hermetic or semi-hermetic variable-speed electric scroll compressors, with a nominal power rating of 0,5 kW or more but not more than 10 kW, with a displacement volume of not more than 35 cm³, of the type used in refrigeration equipment",FALSE,,,,AT,359984,,TRUE,,,,
23089,444684,8414308160,"Hermetic rotary compressors for either hydrofluorocarbon (HFC) or hydrocarbon refrigerants:<br>-	driven by ‘on-off’ single phase alternate current (AC) or ‘brushless direct current’ (BLDC) variable speed motors,<br>-	with a nominal power rating of not more than 1,5kW,<br>-	a rated voltage of 100V or more but not more than 240V,<br>-	with a height of not more than 300mm,<br>-	an external diameter of not more than 150mm,<br>-	with a unit weight of not more than 15kg,<br>for use in the manufacture of heat pumps for household appliances, including clothes dryers<br>",FALSE,,,,AT,359984,,TRUE,,,,
23090,444784,8414308189,Other,FALSE,,,,AT,359984,,TRUE,,,,
23091,445484,8414592510,For use in civil aircraft,FALSE,,,,AT,361384,,TRUE,,,,
23092,445784,8414592550,"Axial fans with built-in motor, for the generation of an air flow for the cooling of compressors and the distribution of air with<br> <br>-a direct current operating voltage of more than 10 V but not more than 14 V, or <br> <br>-an alternating current operating voltage of more than 185 V, but not more than 254 V,<br> <br>-an operating temperature of -40 °C or higher, but not higher than 70 °C,<br>for use in the manufacture of heat pump tumble dryers and refrigerators or freezers",FALSE,,,,AT,361384,,TRUE,,,,
23093,445884,8414592590,Other,FALSE,,,,AT,361384,,TRUE,,,,
23094,445984,8414593510,For use in civil aircraft,FALSE,,,,AT,361584,,TRUE,,,,
23095,446084,8414593520,"Radial fan, with:<br><br>-a dimension of 25mm (height) x 85mm (width) x 85mm (depth),<br><br>-a weight of 120 g,<br><br>-a rated voltage of 13,6 VDC (direct current voltage),<br><br>-an operating voltage of 9 VDC or more but not more than 16 VDC (direct current voltage),<br><br>-a rated current of 1,1 A (TYP),<br><br>-a rated power of 15 W,<br><br>-a rotation speed of 500 RPM (revolutions per minute) or more but not more than 4800 RPM (revolutions per minute) (free flow),<br><br>-an air flow of not more than 17,5 litre/s,<br><br>-an air pressure of not more than16 mm H2O ≈ 157 Pa,<br><br>-an overall sound pressure of not more than 58 dB(A) at 4800 RPM (revolutions per minute), and<br>with a FIN (Fan Interconnect Network) interface for communication with the heating and air-conditioning control unit used in car seat ventilation systems",FALSE,,,,AT,361584,,TRUE,,,,
23096,446184,8414593530,"Electric blower for cooling the high-voltage battery of a hybrid passenger car with:<br> <br>-a control unit,<br> <br>-MOSFET inverter,<br> <br>-a voltage of 9 V or more but not more than 16 V,<br> <br>-ambient temperature of - 40 °C or more, but not more than 80 °C,<br>for use in the manufacture of hybrid passenger cars",FALSE,,,,AT,361584,,TRUE,,,,
23097,446284,8414593540,"Electric blower for cooling the battery module:<br> <br>-with an operating voltage of 9 VDC or more but not more than 16 VDC,<br> <br>-with a centrifugal electric fan,<br> <br>-with a connector,<br> <br>-with a plastic case,<br> <br>-with or without a control unit for the fan electric motor,<br>for use in the production of rechargeable batteries for hybrid and electric vehicles",FALSE,,,,AT,361584,,TRUE,,,,
23098,446384,8414593590,Other,FALSE,,,,AT,361584,,TRUE,,,,
23099,446784,8414599510,For use in civil aircraft,FALSE,,,,AT,362484,,TRUE,,,,
23100,446884,8414599590,Other,FALSE,,,,AT,362484,,TRUE,,,,
23101,447084,8414802210,For use in civil aircraft,FALSE,,,,AT,363084,,TRUE,,,,
23102,447284,8414802220,"Air membrane compressor with:<br> <br>- a flow of 4,5 l/min or more, but not more than 12 l/min,<br> <br>- power input of not more than 14 W, and<br> <br>- a gauge pressure capacity not exceeding 400 hPa (0,4 bar)<br>of a kind used in the production of motor vehicle seats",FALSE,,,,AT,363084,,TRUE,,,,
23103,447484,8414802290,Other,FALSE,,,,AT,363084,,TRUE,,,,
23104,447784,8414802810,For use in civil aircraft,FALSE,,,,AT,363184,,TRUE,,,,
23105,448084,8414802890,Other,FALSE,,,,AT,363184,,TRUE,,,,
23106,448784,8414805110,For use in civil aircraft,FALSE,,,,AT,363584,,TRUE,,,,
23107,449084,8414805190,Other,FALSE,,,,AT,363584,,TRUE,,,,
23108,449284,8414805910,For use in civil aircraft,FALSE,,,,AT,363684,,TRUE,,,,
23109,449384,8414805990,Other,FALSE,,,,AT,363684,,TRUE,,,,
23110,449584,8414807330,"Hermetic rotary compressors for either hydrofluorocarbon (HFC) or hydrocarbon refrigerants:<br>-	driven by ‘on-off’ single phase alternate current (AC) or ‘brushless direct current’ (BLDC) variable speed motors,<br>-	with a nominal power rating of not more than 1,5kW,<br>-	a rated voltage of 100V or more but not more than 240V,<br>-	with a height of not more than 300mm,<br>-	an external diameter of not more than 150mm,<br>-	with a unit weight of not more than 15kg,<br>for use in the manufacture of heat pumps for household appliances, including clothes dryers",FALSE,,,,AT,364084,,TRUE,,,,
